time,ControlsOut.LowestCell,ControlsOut.VL_est,CellVoltages.MinVoltage,ControlsIn.TS_cell_low,ControlsOut.VOC,ControlsOut.Pedal,ControlsIn.TS_current,ControlsOut.TS_current,ControlsOut.TS_voltage,Energy_used kWh,ControlsOut.SoC
67.3736,,,,3.9412,,,0.293,,,,
67.3736,3.9411356,3.9056764,,,3.9247177,-0.0,,0.293,567.505,-0.17267947,0.7997919
67.3776,,,,3.9412,,,0.29700002,,,,
67.3776,3.9411337,3.905676,,,3.9247177,0.0,,0.29700002,567.377,-0.17267966,0.7997919
67.3816,,,,3.9412,,,0.22500001,,,,
67.3816,3.9411333,3.9056907,,,3.9247177,0.0,,0.22500001,567.75903,-0.17267981,0.7997919
67.3856,,,,3.9412,,,0.26700002,,,,
67.3856,3.941132,3.905694,,,3.9247177,0.0,,0.26700002,567.67505,-0.17267996,0.7997919
67.3896,,,,3.9412,,,0.279,,,,
67.3896,3.9411306,3.9056945,,,3.9247177,0.0,,0.279,567.67505,-0.17268014,0.7997919
67.3936,,,,3.9412,,,0.24300002,,,,
67.3936,3.94113,3.9057024,,,3.9247177,0.0,,0.24300002,567.84406,-0.1726803,0.7997919
67.3976,3.941128,3.9056957,,,3.9247177,-0.0,,0.30600002,567.59,-0.1726805,0.7997919
67.3976,,,,3.9412,,,0.30600002,,,,
67.4016,3.9411273,3.905702,,,3.9247177,0.0,,0.24800001,567.46204,-0.17268066,0.7997919
67.4016,,,,3.9412,,,0.24800001,,,,
67.4056,3.9411263,3.9057028,,,3.9247177,0.0,,0.27100003,567.632,-0.17268084,0.7997919
67.4056,,,,3.9412,,,0.27100003,,,,
67.4096,3.9411268,3.90572,,,3.9247177,0.0,,0.19100001,567.67505,-0.17268096,0.7997919
67.4096,,,,3.9412,,,0.19100001,,,,
67.4136,,,,3.9412,,,0.23400001,,,,
67.4136,3.9411263,3.9057255,,,3.9247177,0.0,,0.23400001,567.547,-0.17268111,0.7997919
67.4186,3.9411252,3.9057193,,,3.9247177,0.0,,0.286,567.42004,-0.17268127,0.7997919
67.4186,,,,3.9412,,,0.286,,,,
67.4226,3.9411235,3.9057093,,,3.9247177,0.0,,0.30800003,567.632,-0.17268148,0.7997919
67.4226,,,,3.9412,,,0.30800003,,,,
67.4256,,,,3.9412,,,0.263,,,,
67.4256,3.9411228,3.9057105,,,3.9247177,0.0,,0.263,567.632,-0.17268163,0.7997919
67.4296,3.941122,3.9057114,,,3.9247177,0.0,,0.263,567.505,-0.1726818,0.7997919
67.4296,,,,3.9412,,,0.263,,,,
67.4336,,,,3.9412,,,0.29200003,,,,
67.4336,3.9411209,3.9057062,,,3.9247177,0.0,,0.29200003,567.505,-0.17268197,0.7997919
67.4376,3.9411204,3.905708,,,3.9247177,0.0,,0.26200002,567.67505,-0.17268214,0.7997919
67.4376,,,,3.9412,,,0.26200002,,,,
67.4416,3.9411197,3.9057066,,,3.9247177,0.0,,0.277,567.71704,-0.17268232,0.7997919
67.4416,,,,3.9412,,,0.277,,,,
67.4456,,,,3.9412,,,0.22600001,,,,
67.4456,3.9411197,3.905716,,,3.9247177,0.0,,0.22600001,567.59,-0.17268245,0.7997919
67.4496,,,,3.9412,,,0.23600002,,,,
67.4496,3.9411197,3.9057217,,,3.9247177,0.0,,0.23600002,567.335,-0.1726826,0.7997919
67.4536,3.941118,3.9057088,,,3.9247177,-0.0,,0.321,567.505,-0.17268279,0.7997919
67.4536,,,,3.9412,,,0.321,,,,
67.4576,,,,3.9412,,,0.24400002,,,,
67.4576,3.9411178,3.905714,,,3.9247177,-0.0,,0.24400002,567.505,-0.17268296,0.7997919
67.4616,,,,3.9412,,,0.28,,,,
67.4616,3.941117,3.905711,,,3.9247177,-0.0,,0.28,567.547,-0.17268312,0.7997919
67.4656,,,,3.9412,,,0.22500001,,,,
67.4656,3.9411173,3.9057198,,,3.9247177,0.0,,0.22500001,567.547,-0.17268327,0.7997919
67.4696,3.9411175,3.9057271,,,3.9247177,0.0,,0.22500001,567.547,-0.17268342,0.7997919
67.4696,,,,3.9412,,,0.22500001,,,,
67.4736,,,,3.9412,,,0.289,,,,
67.4736,3.9411166,3.90572,,,3.9247177,0.0,,0.289,567.632,-0.17268358,0.7997919
67.4776,3.9411163,3.905721,,,3.9247177,0.0,,0.25500003,567.67505,-0.17268375,0.7997919
67.4776,,,,3.9412,,,0.25500003,,,,
67.4816,,,,3.9412,,,0.25500003,,,,
67.4816,3.941116,3.905722,,,3.9247177,0.0,,0.25500003,567.67505,-0.17268391,0.7997919
67.4866,,,,3.9412,,,0.25500003,,,,
67.4866,3.9411159,3.9057226,,,3.9247177,0.0,,0.25500003,567.67505,-0.17268407,0.7997919
67.4896,,,,3.9412,,,0.317,,,,
67.4896,3.9411147,3.9057102,,,3.9247177,0.0,,0.317,567.59,-0.17268427,0.7997919
67.4936,,,,3.9412,,,0.28300002,,,,
67.4936,3.941114,3.9057071,,,3.9247177,0.0,,0.28300002,567.59,-0.17268445,0.7997919
67.4976,3.9411128,3.9056983,,,3.9247177,0.0,,0.312,567.67505,-0.17268464,0.7997919
67.4976,,,,3.9412,,,0.312,,,,
67.5016,,,,3.9412,,,0.277,,,,
67.5016,3.9411123,3.9056983,,,3.9247177,0.0,,0.277,567.46204,-0.17268482,0.7997919
67.5056,,,,3.9343998,,,0.224,,,,
67.5056,3.9343998,3.9346797,,,3.9252625,0.0,,0.224,567.46204,-0.17268495,0.8006107
67.5061,,,3.9344,,,,,,,,
67.5096,3.9344006,3.9346797,,,3.9252625,0.0,,0.224,567.46204,-0.1726851,0.8006107
67.5096,,,,3.9343998,,,0.224,,,,
67.5136,3.9343996,3.934661,,,3.9252625,0.0,,0.31500003,567.887,-0.1726853,0.8006107
67.5136,,,,3.9343998,,,0.31500003,,,,
67.5186,,,,3.9343998,,,0.31100002,,,,
67.5186,3.934399,3.934646,,,3.9252625,0.0,,0.31100002,567.887,-0.17268549,0.8006107
67.5216,3.9343982,3.9346335,,,3.9252625,0.0,,0.31100002,567.84406,-0.17268568,0.8006107
67.5216,,,,3.9343998,,,0.31100002,,,,
67.5256,3.9343987,3.9346366,,,3.9252625,0.0,,0.246,567.887,-0.17268585,0.8006107
67.5256,,,,3.9343998,,,0.246,,,,
67.5296,3.9343982,3.9346297,,,3.9252625,0.0,,0.29200003,567.59,-0.17268603,0.8006107
67.5296,,,,3.9343998,,,0.29200003,,,,
67.5336,,,,3.9343998,,,0.29500002,,,,
67.5336,3.9343977,3.9346232,,,3.9252625,0.0,,0.29500002,567.75903,-0.1726862,0.8006107
67.5376,3.9343982,3.9346294,,,3.9252625,0.0,,0.24000001,567.67505,-0.17268635,0.8006107
67.5376,,,,3.9343998,,,0.24000001,,,,
67.5416,3.9343987,3.9346344,,,3.9252625,0.0,,0.24000001,567.547,-0.17268652,0.8006107
67.5416,,,,3.9343998,,,0.24000001,,,,
67.5456,3.934398,3.934625,,,3.9252625,0.0,,0.30600002,567.67505,-0.17268671,0.8006107
67.5456,,,,3.9343998,,,0.30600002,,,,
67.5496,,,,3.9343998,,,0.31300002,,,,
67.5496,3.9343972,3.9346156,,,3.9252625,0.0,,0.31300002,567.547,-0.1726869,0.8006107
67.5546,3.9343972,3.9346159,,,3.9252625,0.0,,0.27400002,567.75903,-0.17268708,0.8006107
67.5546,,,,3.9343998,,,0.27400002,,,,
67.5576,3.9343975,3.9346185,,,3.9252625,0.0,,0.263,567.59,-0.17268725,0.8006107
67.5576,,,,3.9343998,,,0.263,,,,
67.5616,,,,3.9343998,,,0.30800003,,,,
67.5616,3.9343967,3.934611,,,3.9252625,0.0,,0.30800003,567.547,-0.17268744,0.8006107
67.5656,3.9343963,3.9346051,,,3.9252625,0.0,,0.30800003,567.67505,-0.17268763,0.8006107
67.5656,,,,3.9343998,,,0.30800003,,,,
67.5696,,,,3.9343998,,,0.26000002,,,,
67.5696,3.9343965,3.9346101,,,3.9252625,0.0,,0.26000002,567.59,-0.1726878,0.8006107
67.5736,,,,3.9343998,,,0.24400002,,,,
67.5736,3.934397,3.9346175,,,3.9252625,0.0,,0.24400002,567.59,-0.17268796,0.8006107
67.5776,3.9343965,3.9346123,,,3.9252625,0.0,,0.29900002,567.71704,-0.17268816,0.8006107
67.5776,,,,3.9343998,,,0.29900002,,,,
67.5816,3.9343967,3.9346154,,,3.9252625,0.0,,0.263,567.67505,-0.1726883,0.8006107
67.5816,,,,3.9343998,,,0.263,,,,
67.5856,,,,3.9343998,,,0.29700002,,,,
67.5856,3.9343963,3.9346108,,,3.9252625,0.0,,0.29700002,567.632,-0.17268851,0.8006107
67.5896,,,,3.9343998,,,0.29700002,,,,
67.5896,3.9343958,3.934607,,,3.9252625,0.0,,0.29700002,567.71704,-0.17268871,0.8006107
67.5936,,,,3.9343998,,,0.38000003,,,,
67.5936,3.9343941,3.9345868,,,3.9252625,0.0,,0.38000003,567.75903,-0.17268893,0.8006107
67.5976,3.9343934,3.934581,,,3.9252625,0.0,,0.326,567.505,-0.17268914,0.8006107
67.5976,,,,3.9343998,,,0.326,,,,
67.6016,,,,3.9343998,,,0.22700001,,,,
67.6016,3.9343944,3.934597,,,3.9252625,0.0,,0.22700001,567.59,-0.17268929,0.8006107
67.6056,,,,3.9343998,,,0.22700001,,,,
67.6056,3.9343953,3.9346101,,,3.9252625,0.0,,0.22700001,567.71704,-0.17268944,0.8006107
67.6096,,,,3.9343998,,,0.215,,,,
67.6096,3.9343965,3.9346237,,,3.9252625,0.0,,0.215,567.71704,-0.17268957,0.8006107
67.6136,3.9343963,3.9346192,,,3.9252625,0.0,,0.291,567.84406,-0.17268975,0.8006107
67.6136,,,,3.9343998,,,0.291,,,,
67.6186,3.9343956,3.9346106,,,3.9252625,0.0,,0.314,567.42004,-0.17268994,0.8006107
67.6186,,,,3.9343998,,,0.314,,,,
67.6216,,,,3.9343998,,,0.22500001,,,,
67.6216,3.9343965,3.9346218,,,3.9252625,0.0,,0.22500001,567.71704,-0.1726901,0.8006107
67.6256,3.9343956,3.93461,,,3.9252625,0.0,,0.328,567.547,-0.1726903,0.8006107
67.6256,,,,3.9343998,,,0.328,,,,
67.6296,3.9343944,3.9345973,,,3.9252625,0.0,,0.34,567.632,-0.17269051,0.8006107
67.6296,,,,3.9343998,,,0.34,,,,
67.6336,,,,3.9343998,,,0.34,,,,
67.6336,3.9343934,3.9345868,,,3.9252625,0.0,,0.34,567.75903,-0.17269073,0.8006107
67.6376,,,,3.9343998,,,0.194,,,,
67.6376,3.934395,3.9346085,,,3.9252625,0.0,,0.194,567.67505,-0.17269085,0.8006107
67.6416,,,,3.9343998,,,0.24400002,,,,
67.6416,3.9343958,3.934616,,,3.9252625,0.0,,0.24400002,567.59,-0.17269102,0.8006107
67.6456,,,,3.9343998,,,0.321,,,,
67.6456,3.934395,3.9346066,,,3.9252625,0.0,,0.321,567.547,-0.17269121,0.8006107
67.6496,,,,3.9343998,,,0.26000002,,,,
67.6496,3.9343953,3.9346113,,,3.9252625,0.0,,0.26000002,567.67505,-0.17269136,0.8006107
67.6536,3.9343948,3.934606,,,3.9252625,0.0,,0.30400002,567.67505,-0.17269157,0.8006107
67.6536,,,,3.9343998,,,0.30400002,,,,
67.6576,3.9343944,3.9346018,,,3.9252625,0.0,,0.30400002,567.59,-0.17269176,0.8006107
67.6576,,,,3.9343998,,,0.30400002,,,,
67.6616,3.9343936,3.9345942,,,3.9252625,0.0,,0.323,567.632,-0.17269196,0.8006107
67.6616,,,,3.9343998,,,0.323,,,,
67.6656,3.9343934,3.9345932,,,3.9252625,0.0,,0.29700002,567.67505,-0.17269215,0.8006107
67.6656,,,,3.9343998,,,0.29700002,,,,
67.6696,,,,3.9343998,,,0.29700002,,,,
67.6696,3.9343932,3.9345925,,,3.9252625,0.0,,0.29700002,567.802,-0.17269234,0.8006107
67.6736,3.9343934,3.9345982,,,3.9252625,0.0,,0.266,567.67505,-0.17269251,0.8006107
67.6736,,,,3.9343998,,,0.266,,,,
67.6776,,,,3.9343998,,,0.266,,,,
67.6776,3.9343936,3.934603,,,3.9252625,0.0,,0.266,567.547,-0.17269266,0.8006107
67.6816,3.934394,3.934607,,,3.9252625,0.0,,0.266,567.547,-0.17269282,0.8006107
67.6816,,,,3.9343998,,,0.266,,,,
67.6856,3.9343941,3.9346104,,,3.9252625,0.0,,0.266,567.547,-0.17269298,0.8006107
67.6866,,,,3.9343998,,,0.266,,,,
67.6896,,,,3.9343998,,,0.27800003,,,,
67.6896,3.9343941,3.9346106,,,3.9252625,0.0,,0.27800003,567.632,-0.17269316,0.8006107
67.6936,3.9343932,3.9345994,,,3.9252625,0.0,,0.333,567.59,-0.17269337,0.8006107
67.6936,,,,3.9343998,,,0.333,,,,
67.6976,3.9343934,3.934603,,,3.9252625,0.0,,0.27100003,567.59,-0.17269355,0.8006107
67.6976,,,,3.9343998,,,0.27100003,,,,
67.7016,3.9343944,3.9346142,,,3.9252625,0.0,,0.23200001,567.75903,-0.1726937,0.8006107
67.7016,,,,3.9343998,,,0.23200001,,,,
67.7055,,,3.9353,,,,,,,,
67.7056,,,,3.9352999,,,0.23200001,,,,
67.7056,3.9343953,3.9352899,,,3.9258115,0.0,,0.23200001,567.67505,-0.17269383,0.801436
67.7096,,,,3.9352999,,,0.23200001,,,,
67.7096,3.934396,3.9352899,,,3.9258115,0.0,,0.23200001,567.67505,-0.17269398,0.801436
67.7136,,,,3.9352999,,,0.351,,,,
67.7136,3.9343948,3.935265,,,3.9258115,0.0,,0.351,567.71704,-0.17269419,0.801436
67.7186,,,,3.9352999,,,0.344,,,,
67.7186,3.9343936,3.935246,,,3.9258115,0.0,,0.344,567.59,-0.1726944,0.801436
67.7216,,,,3.9352999,,,0.29200003,,,,
67.7216,3.9343934,3.9352407,,,3.9258115,0.0,,0.29200003,567.802,-0.17269458,0.801436
67.7256,3.9343934,3.9352367,,,3.9258115,0.0,,0.291,567.802,-0.17269476,0.801436
67.7256,,,,3.9352999,,,0.291,,,,
67.7296,,,,3.9352999,,,0.282,,,,
67.7296,3.9343934,3.935235,,,3.9258115,0.0,,0.282,567.71704,-0.17269494,0.801436
67.7336,,,,3.9352999,,,0.30600002,,,,
67.7336,3.934393,3.9352288,,,3.9258115,0.0,,0.30600002,567.67505,-0.17269513,0.801436
67.7376,,,,3.9352999,,,0.21200001,,,,
67.7376,3.9343941,3.9352431,,,3.9258115,0.0,,0.21200001,567.71704,-0.17269528,0.801436
67.7416,3.9343941,3.93524,,,3.9258115,0.0,,0.284,567.71704,-0.17269546,0.801436
67.7416,,,,3.9352999,,,0.284,,,,
67.7456,3.9343941,3.9352374,,,3.9258115,0.0,,0.284,567.75903,-0.17269562,0.801436
67.7456,,,,3.9352999,,,0.284,,,,
67.7496,,,,3.9352999,,,0.30600002,,,,
67.7496,3.9343936,3.9352307,,,3.9258115,0.0,,0.30600002,567.67505,-0.17269583,0.801436
67.7536,3.934393,3.935222,,,3.9258115,0.0,,0.32200003,567.75903,-0.17269602,0.801436
67.7546,,,,3.9352999,,,0.32200003,,,,
67.7576,3.9343927,3.9352195,,,3.9258115,0.0,,0.298,567.59,-0.17269622,0.801436
67.7576,,,,3.9352999,,,0.298,,,,
67.7616,,,,3.9352999,,,0.264,,,,
67.7616,3.9343932,3.9352245,,,3.9258115,0.0,,0.264,567.802,-0.17269638,0.801436
67.7656,3.934394,3.935233,,,3.9258115,0.0,,0.24300002,567.802,-0.17269653,0.801436
67.7656,,,,3.9352999,,,0.24300002,,,,
67.7696,3.9343936,3.9352283,,,3.9258115,0.0,,0.3,567.67505,-0.17269672,0.801436
67.7696,,,,3.9352999,,,0.3,,,,
67.7736,3.934392,3.9352086,,,3.9258115,0.0,,0.37600002,567.887,-0.17269696,0.801436
67.7736,,,,3.9352999,,,0.37600002,,,,
67.7776,,,,3.9352999,,,0.24800001,,,,
67.7776,3.9343927,3.9352188,,,3.9258115,0.0,,0.24800001,567.71704,-0.17269713,0.801436
67.7816,,,,3.9352999,,,0.24100001,,,,
67.7816,3.9343934,3.9352288,,,3.9258115,0.0,,0.24100001,567.71704,-0.17269728,0.801436
67.7856,,,,3.9352999,,,0.381,,,,
67.7856,3.9343917,3.9352078,,,3.9258115,0.0,,0.381,567.67505,-0.17269753,0.801436
67.7896,3.93439,3.9351904,,,3.9258115,0.0,,0.381,567.75903,-0.17269778,0.801436
67.7896,,,,3.9352999,,,0.381,,,,
67.7936,,,,3.9352999,,,0.26700002,,,,
67.7936,3.9343905,3.9351997,,,3.9258115,0.0,,0.26700002,567.75903,-0.17269793,0.801436
67.7976,3.9343898,3.935195,,,3.9258115,0.0,,0.32700002,567.67505,-0.17269816,0.801436
67.7976,,,,3.9352999,,,0.32700002,,,,
67.8016,3.934389,3.9351878,,,3.9258115,0.0,,0.342,567.67505,-0.17269836,0.801436
67.8016,,,,3.9352999,,,0.342,,,,
67.8056,,,,3.9352999,,,0.28,,,,
67.8056,3.9343894,3.9351947,,,3.9258115,0.0,,0.28,567.632,-0.17269854,0.801436
67.8096,3.9343894,3.9351976,,,3.9258115,0.0,,0.294,567.71704,-0.17269872,0.801436
67.8096,,,,3.9352999,,,0.294,,,,
67.8136,,,,3.9352999,,,0.284,,,,
67.8136,3.9343896,3.9352021,,,3.9258115,0.0,,0.284,567.802,-0.1726989,0.801436
67.8186,3.9343898,3.9352074,,,3.9258115,0.0,,0.277,567.46204,-0.17269908,0.801436
67.8186,,,,3.9352999,,,0.277,,,,
67.8226,,,,3.9352999,,,0.24800001,,,,
67.8226,3.9343905,3.9352179,,,3.9258115,0.0,,0.24800001,567.929,-0.17269923,0.801436
67.8256,3.9343896,3.935205,,,3.9258115,0.0,,0.351,567.75903,-0.17269945,0.801436
67.8256,,,,3.9352999,,,0.351,,,,
67.8296,,,,3.9352999,,,0.30600002,,,,
67.8296,3.9343894,3.9352038,,,3.9258115,0.0,,0.30600002,567.632,-0.17269965,0.801436
67.8336,,,,3.9352999,,,0.30600002,,,,
67.8336,3.934389,3.9352026,,,3.9258115,0.0,,0.30600002,567.97205,-0.17269984,0.801436
67.8376,,,,3.9352999,,,0.303,,,,
67.8376,3.934389,3.9352024,,,3.9258115,0.0,,0.303,567.632,-0.17270003,0.801436
67.8416,,,,3.9352999,,,0.303,,,,
67.8416,3.934389,3.9352021,,,3.9258115,0.0,,0.303,567.71704,-0.17270023,0.801436
67.8456,3.934389,3.9352028,,,3.9258115,0.0,,0.29900002,567.84406,-0.17270042,0.801436
67.8456,,,,3.9352999,,,0.29900002,,,,
67.8496,3.9343896,3.9352098,,,3.9258115,0.0,,0.26900002,567.887,-0.1727006,0.801436
67.8496,,,,3.9352999,,,0.26900002,,,,
67.8536,3.9343903,3.9352174,,,3.9258115,0.0,,0.259,567.632,-0.17270076,0.801436
67.8546,,,,3.9352999,,,0.259,,,,
67.8576,3.9343896,3.935209,,,3.9258115,0.0,,0.33,567.632,-0.17270097,0.801436
67.8576,,,,3.9352999,,,0.33,,,,
67.8616,3.9343894,3.935206,,,3.9258115,0.0,,0.31100002,567.97205,-0.17270117,0.801436
67.8616,,,,3.9352999,,,0.31100002,,,,
67.8656,,,,3.9352999,,,0.25500003,,,,
67.8656,3.93439,3.935215,,,3.9258115,0.0,,0.25500003,567.67505,-0.17270133,0.801436
67.8696,3.93439,3.9352143,,,3.9258115,0.0,,0.29500002,567.67505,-0.17270151,0.801436
67.8696,,,,3.9352999,,,0.29500002,,,,
67.8736,,,,3.9352999,,,0.35200003,,,,
67.8736,3.934389,3.935202,,,3.9258115,0.0,,0.35200003,567.632,-0.17270172,0.801436
67.8776,3.9343886,3.9351966,,,3.9258115,0.0,,0.328,567.632,-0.17270194,0.801436
67.8776,,,,3.9352999,,,0.328,,,,
67.8816,3.9343882,3.935192,,,3.9258115,-0.0,,0.328,567.632,-0.17270215,0.801436
67.8816,,,,3.9352999,,,0.328,,,,
67.8856,3.9343877,3.9351885,,,3.9258115,0.0,,0.328,567.632,-0.17270236,0.801436
67.8866,,,,3.9352999,,,0.328,,,,
67.8896,,,,3.9352999,,,0.337,,,,
67.8896,3.934387,3.9351835,,,3.9258115,0.0,,0.337,567.59,-0.17270258,0.801436
67.8926,3.934387,3.9351869,,,3.9258115,0.0,,0.30100003,567.887,-0.17270277,0.801436
67.8936,,,,3.9352999,,,0.30100003,,,,
67.8976,,,,3.9352999,,,0.30100003,,,,
67.8976,3.934387,3.9351897,,,3.9258115,0.0022371365,,0.30100003,567.887,-0.17270297,0.801436
67.9016,3.9343872,3.9351947,,,3.9258115,0.004474273,,0.28800002,567.802,-0.17270315,0.801436
67.9016,,,,3.9352999,,,0.28800002,,,,
67.9056,,,,3.9355998,,,0.33900002,,,,
67.9056,3.9343865,3.935466,,,3.9263477,0.004474273,,0.33900002,567.75903,-0.17270336,0.8022419
67.9061,,,3.9356,,,,,,,,
67.9096,,,,3.9355998,,,0.33900002,,,,
67.9096,3.9343858,3.935466,,,3.9263477,0.004474273,,0.33900002,567.75903,-0.17270356,0.8022419
67.9136,3.9343805,3.9354093,,,3.9263477,0.0022371365,,0.61200005,567.632,-0.17270395,0.8022419
67.9136,,,,3.9355998,,,0.61200005,,,,
67.9186,3.934375,3.9353576,,,3.9263477,0.004474273,,0.633,567.929,-0.17270435,0.8022419
67.9186,,,,3.9355998,,,0.633,,,,
67.9216,,,,3.9355998,,,0.629,,,,
67.9216,3.93437,3.9353151,,,3.9263477,0.0067114094,,0.629,567.75903,-0.17270474,0.8022419
67.9256,3.934367,3.9353006,,,3.9263477,0.008948546,,0.53000003,567.802,-0.17270508,0.8022419
67.9256,,,,3.9355998,,,0.53000003,,,,
67.9296,,,,3.9355998,,,0.712,,,,
67.9296,3.9343607,3.9352505,,,3.9263477,0.008948546,,0.712,567.802,-0.17270552,0.8022419
67.9336,3.9343517,3.9351695,,,3.9263477,0.008948546,,0.90000004,567.59,-0.1727061,0.8022419
67.9336,,,,3.9355998,,,0.90000004,,,,
67.9376,3.9343407,3.9350734,,,3.9263477,0.008948546,,1.0370001,567.505,-0.17270675,0.8022419
67.9376,,,,3.9355998,,,1.0370001,,,,
67.9416,3.9343297,3.9349866,,,3.9263477,0.011185682,,1.07,567.505,-0.17270742,0.8022419
67.9416,,,,3.9355998,,,1.07,,,,
67.9456,3.9343188,3.9349072,,,3.9263477,0.008948546,,1.1040001,567.547,-0.17270811,0.8022419
67.9456,,,,3.9355998,,,1.1040001,,,,
67.9496,,,,3.9355998,,,1.1040001,,,,
67.9496,3.9343083,3.934841,,,3.9263477,0.008948546,,1.1040001,567.505,-0.17270881,0.8022419
67.9536,,,,3.9355998,,,1.176,,,,
67.9536,3.934297,3.9347708,,,3.9263477,0.008948546,,1.176,567.71704,-0.17270955,0.8022419
67.9576,3.9342885,3.9347372,,,3.9263477,0.011185682,,1.057,567.505,-0.17271021,0.8022419
67.9576,,,,3.9355998,,,1.057,,,,
67.9616,,,,3.9355998,,,1.0220001,,,,
67.9616,3.9342809,3.9347165,,,3.9263477,0.011185682,,1.0220001,567.67505,-0.17271085,0.8022419
67.9656,,,,3.9355998,,,1.0610001,,,,
67.9656,3.934273,3.934691,,,3.9263477,0.015659954,,1.0610001,567.67505,-0.17271152,0.8022419
67.9696,,,,3.9355998,,,1.19,,,,
67.9696,3.9342632,3.9346428,,,3.9263477,0.020134227,,1.19,567.67505,-0.17271227,0.8022419
67.9736,,,,3.9355998,,,1.3540001,,,,
67.9736,3.934251,3.9345684,,,3.9263477,0.020134227,,1.3540001,567.67505,-0.17271312,0.8022419
67.9776,3.9342334,3.9344335,,,3.9263477,0.0246085,,1.705,567.59,-0.17271419,0.8022419
67.9776,,,,3.9355998,,,1.705,,,,
67.9816,3.9342132,3.9342778,,,3.9263477,0.0246085,,1.9120001,567.59,-0.1727154,0.8022419
67.9816,,,,3.9355998,,,1.9120001,,,,
67.9856,3.9341896,3.9340947,,,3.9263477,0.03131991,,2.1690001,567.59,-0.17271677,0.8022419
67.9856,,,,3.9355998,,,2.1690001,,,,
67.9896,,,,3.9355998,,,2.368,,,,
67.9896,3.9341636,3.9339004,,,3.9263477,0.03131991,,2.368,567.42004,-0.17271826,0.8022419
67.9936,3.9341316,3.9336522,,,3.9263477,0.035794184,,2.7830002,567.505,-0.17272002,0.8022419
67.9936,,,,3.9355998,,,2.7830002,,,,
67.9976,3.9340978,3.9334035,,,3.9263477,0.03803132,,2.9840002,567.59,-0.1727219,0.8022419
67.9986,,,,3.9355998,,,2.9840002,,,,
68.0016,,,,3.9355998,,,3.1910002,,,,
68.0016,3.934062,3.933153,,,3.9263477,0.04494382,,3.1910002,567.208,-0.1727239,0.8022419
68.0056,3.9340281,3.9329443,,,3.9263477,0.051454138,,3.1910002,567.42004,-0.17272592,0.8022419
68.0056,,,,3.9355998,,,3.1910002,,,,
68.0096,,,,3.9355998,,,3.3600001,,,,
68.0096,3.933993,3.9327352,,,3.9263477,0.056179777,,3.3600001,567.377,-0.17272802,0.8022419
68.0136,,,,3.9355998,,,4.078,,,,
68.0136,3.9339473,3.9324114,,,3.9263477,0.06487696,,4.078,567.29205,-0.1727306,0.8022419
68.0186,3.933894,3.9320238,,,3.9263477,0.07191011,,4.643,567.08,-0.17273353,0.8022419
68.0186,,,,3.9355998,,,4.643,,,,
68.0216,,,,3.9355998,,,5.3180003,,,,
68.0216,3.9338315,3.93156,,,3.9263477,0.07865169,,5.3180003,566.953,-0.17273687,0.8022419
68.0256,3.9337602,3.9310293,,,3.9263477,0.09172259,,6.011,566.953,-0.17274065,0.8022419
68.0256,,,,3.9355998,,,6.011,,,,
68.0296,3.9336925,3.930587,,,3.9263477,0.098434,,6.011,566.86804,-0.17274444,0.8022419
68.0296,,,,3.9355998,,,6.011,,,,
68.0336,,,,3.9355998,,,7.037,,,,
68.0336,3.9336102,3.9300046,,,3.9263477,0.10738255,,7.037,566.82605,-0.17274885,0.8022419
68.0376,,,,3.9355998,,,8.058001,,,,
68.0376,3.9335144,3.9293065,,,3.9263477,0.11409396,,8.058001,566.656,-0.17275392,0.8022419
68.0409,,,,3.9355998,,,8.695001,,,,
68.0416,3.9334123,3.9285922,,,3.9263477,0.118568234,,8.695001,566.741,-0.17275938,0.8022419
68.0449,,,,3.9355998,,,9.6970005,,,,
68.0449,3.9332979,3.927788,,,3.9263477,0.12527964,,9.6970005,566.31604,-0.17276548,0.8022419
68.0489,,,,3.9355998,,,10.251,,,,
68.0489,3.9331796,3.9270024,,,3.9263477,0.12584269,,10.251,566.27405,-0.17277193,0.8022419
68.0529,3.9330595,3.9262552,,,3.9263477,0.13199106,,10.696,566.14606,-0.17277864,0.8022419
68.0529,,,,3.9355998,,,10.696,,,,
68.0569,3.9329376,3.9255385,,,3.9263477,0.13199106,,11.147,566.104,-0.17278564,0.8022419
68.0569,,,,3.9355998,,,11.147,,,,
68.0609,,,,3.9355998,,,11.557,,,,
68.0609,3.9328146,3.924856,,,3.9263477,0.13422818,,11.557,565.72205,-0.1727929,0.8022419
68.0649,3.9326925,3.9242227,,,3.9263477,0.13646533,,11.866,565.76404,-0.17280036,0.8022419
68.0649,,,,3.9355998,,,11.866,,,,
68.0699,,,,3.9355998,,,11.866,,,,
68.0699,3.9325764,3.923695,,,3.9263477,0.13870247,,11.866,565.76404,-0.17280781,0.8022419
68.0729,,,,3.9355998,,,11.957001,,,,
68.0729,3.9324646,3.9232364,,,3.9263477,0.1409396,,11.957001,566.104,-0.17281534,0.8022419
68.0769,,,,3.9355998,,,12.321001,,,,
68.0769,3.932352,3.9227784,,,3.9263477,0.1409396,,12.321001,566.06104,-0.17282307,0.8022419
68.0809,,,,3.9355998,,,12.321001,,,,
68.0809,3.9322453,3.9223967,,,3.9263477,0.1409396,,12.321001,566.06104,-0.17283082,0.8022419
68.0859,,,,3.9355998,,,12.321001,,,,
