time,ControlsOut.LowestCell,ControlsOut.VL_est,CellVoltages.MinVoltage,ControlsIn.TS_cell_low,ControlsOut.VOC,ControlsOut.Pedal,ControlsIn.TS_current,ControlsOut.TS_current,ControlsOut.TS_voltage,Energy_used kWh,ControlsOut.SoC
0.6654,3.9720998,3.972107,,,3.9723477,0.0,,-0.003,0.254,-5.8164005e-11,0.8670268
0.6654,,,,3.9720998,,,-0.003,,,,
0.6694,,,,3.9720998,,,-0.007,,,,
0.6694,3.9720998,3.9721088,,,3.9723477,0.0,,-0.007,0.551,-5.388273e-11,0.8670268
0.6734,3.9720998,3.9721086,,,3.9723477,0.0,,0.002,0.509,-5.5012713e-11,0.8670268
0.6734,,,,3.9720998,,,0.002,,,,
0.6774,3.9720998,3.9721084,,,3.9723477,0.0,,0.002,0.509,-5.614269e-11,0.8670268
0.6774,,,,3.9720998,,,0.002,,,,
0.6814,3.9720998,3.9721081,,,3.9723477,0.0,,0.002,0.509,-5.727267e-11,0.8670268
0.6814,,,,3.9720998,,,0.002,,,,
0.6844,3.9720998,3.9721105,,,3.9723477,0.0,,-0.010000001,0.29700002,-5.397597e-11,0.8670268
0.6854,,,,3.9720998,,,-0.010000001,,,,
0.6894,,,,3.9720998,,,0.009000001,,,,
0.6894,3.9720998,3.9721086,,,3.9723477,0.0,,0.009000001,0.38200003,-5.779215e-11,0.8670268
0.6934,,,,3.9720998,,,0.011000001,,,,
0.6934,3.9720998,3.9721065,,,3.9723477,0.0,,0.011000001,0.42400002,-6.296919e-11,0.8670268
0.6974,3.9720998,3.9721065,,,3.9723477,0.0,,0.002,0.254,-6.353307e-11,0.8670268
0.6974,,,,3.9720998,,,0.002,,,,
0.7001,,,3.9725,,,,,,,,
0.7014,3.9720998,3.9721088,,,3.9723477,0.0,,-0.009000001,0.38200003,-5.971689e-11,0.8670268
0.7014,,,,3.9720998,,,-0.009000001,,,,
0.7044,3.9724998,3.9725072,,,3.9723556,0.0,,-0.009000001,0.38200003,-5.590071e-11,0.8670369
0.7054,,,,3.9724998,,,-0.009000001,,,,
0.7094,,,,3.9724998,,,-0.003,,,,
0.7094,3.9724998,3.972506,,,3.9723556,0.0,,-0.003,0.42400002,-5.448879e-11,0.8670369
0.7144,3.9724998,3.9725041,,,3.9723556,0.0,,0.001,0.33900002,-5.486508e-11,0.8670369
0.7144,,,,3.9724998,,,0.001,,,,
0.7174,,,,3.9724998,,,0.006,,,,
0.7174,3.9724998,3.9725015,,,3.9723556,0.0,,0.006,0.46600002,-5.7968644e-11,0.8670369
0.7214,3.9724998,3.9725,,,3.9723556,0.0,,0.003,0.46600002,-5.952042e-11,0.8670369
0.7214,,,,3.9724998,,,0.003,,,,
0.7244,3.9724998,3.9724994,,,3.9723556,0.0,,-0.0,0.21200001,-5.952042e-11,0.8670369
0.7254,,,,3.9724998,,,-0.0,,,,
0.7294,,,,3.9724998,,,0.0050000004,,,,
0.7294,3.9724998,3.9724977,,,3.9723556,0.0,,0.0050000004,0.38200003,-6.1640526e-11,0.8670369
0.7334,3.9724998,3.9724967,,,3.9723556,0.0,,0.003,0.46600002,-6.3192306e-11,0.8670369
0.7334,,,,3.9724998,,,0.003,,,,
0.7374,,,,3.9724998,,,-0.0,,,,
0.7374,3.9724998,3.9724967,,,3.9723556,0.0,,-0.0,0.509,-6.3192306e-11,0.8670369
0.7414,3.9724998,3.9724967,,,3.9723556,0.0,,-0.0,0.29700002,-6.3192306e-11,0.8670369
0.7414,,,,3.9724998,,,-0.0,,,,
0.7444,3.9724998,3.9724975,,,3.9723556,0.0,,-0.004,0.29700002,-6.1873624e-11,0.8670369
0.7444,,,,3.9724998,,,-0.004,,,,
0.7494,,,,3.9724998,,,-0.0,,,,
0.7494,3.9724998,3.9724972,,,3.9723556,0.0,,-0.0,0.46600002,-6.1873624e-11,0.8670369
0.7534,,,,3.9724998,,,-0.0,,,,
0.7534,3.9724998,3.972497,,,3.9723556,0.0,,-0.0,0.042000003,-6.1873624e-11,0.8670369
0.7574,,,,3.9724998,,,0.002,,,,
0.7574,3.9724998,3.9724965,,,3.9723556,0.0,,0.002,0.42400002,-6.2814906e-11,0.8670369
0.7614,,,,3.9724998,,,0.004,,,,
0.7614,3.9724998,3.9724956,,,3.9723556,0.0,,0.004,0.33900002,-6.432006e-11,0.8670369
0.7654,3.9724998,3.9724956,,,3.9723556,0.0,,0.001,0.29700002,-6.464973e-11,0.8670369
0.7664,,,,3.9724998,,,0.001,,,,
0.7694,3.9724998,3.972495,,,3.9723556,0.0,,0.003,0.509,-6.63447e-11,0.8670369
0.7694,,,,3.9724998,,,0.003,,,,
0.7734,3.9724998,3.9724953,,,3.9723556,0.0,,-0.0,0.42400002,-6.63447e-11,0.8670369
0.7734,,,,3.9724998,,,-0.0,,,,
0.7774,,,,3.9724998,,,0.006,,,,
0.7774,3.9724998,3.9724941,,,3.9723556,0.0,,0.006,0.551,-7.001436e-11,0.8670369
0.7814,3.9724998,3.9724944,,,3.9723556,0.0,,0.001,0.63600004,-7.072032e-11,0.8670369
0.7814,,,,3.9724998,,,0.001,,,,
0.7844,3.9724998,3.972495,,,3.9723556,0.0,,-0.002,0.29700002,-7.0060985e-11,0.8670369
0.7854,,,,3.9724998,,,-0.002,,,,
0.7894,,,,3.9724998,,,0.001,,,,
0.7894,3.9724998,3.972495,,,3.9723556,0.0,,0.001,0.254,-7.034292e-11,0.8670369
0.7934,3.9724998,3.9724953,,,3.9723556,0.0,,-0.0,0.33900002,-7.034292e-11,0.8670369
0.7934,,,,3.9724998,,,-0.0,,,,
0.7964,3.9724998,3.9724941,,,3.9723556,0.0,,0.006,0.38200003,-7.2887044e-11,0.8670369
0.7974,,,,3.9724998,,,0.006,,,,
0.8014,,,,3.9724998,,,0.0050000004,,,,
0.8014,3.9724998,3.9724934,,,3.9723556,0.0,,0.0050000004,0.551,-7.594509e-11,0.8670369
0.8044,3.9724998,3.9724934,,,3.9723556,0.0,,0.002,0.254,-7.650897e-11,0.8670369
0.8054,,,,3.9724998,,,0.002,,,,
0.8094,,,,3.9724998,,,-0.0,,,,
0.8094,3.9724998,3.972494,,,3.9723556,0.0,,-0.0,0.46600002,-7.650897e-11,0.8670369
0.8144,,,,3.9724998,,,0.006,,,,
0.8144,3.9724998,3.972493,,,3.9723556,0.0,,0.006,0.38200003,-7.90531e-11,0.8670369
0.8174,,,,3.9724998,,,0.001,,,,
0.8174,3.9724998,3.9724932,,,3.9723556,0.0,,0.001,0.38200003,-7.947711e-11,0.8670369
0.8214,,,,3.9724998,,,0.003,,,,
0.8214,3.9724998,3.9724932,,,3.9723556,0.0,,0.003,0.509,-8.117208e-11,0.8670369
0.8244,3.9724998,3.9724925,,,3.9723556,0.0,,0.006,0.38200003,-8.37162e-11,0.8670369
0.8254,,,,3.9724998,,,0.006,,,,
0.8294,,,,3.9724998,,,-0.002,,,,
0.8294,3.9724998,3.9724934,,,3.9723556,0.0,,-0.002,0.509,-8.2586216e-11,0.8670369
0.8334,,,,3.9724998,,,0.0050000004,,,,
0.8334,3.9724998,3.972493,,,3.9723556,0.0,,0.0050000004,0.509,-8.5411164e-11,0.8670369
0.8374,,,,3.9724998,,,-0.010000001,,,,
0.8374,3.9724998,3.9724956,,,3.9723556,0.0,,-0.010000001,0.29700002,-8.211446e-11,0.8670369
0.8414,3.9724998,3.9724946,,,3.9723556,0.0,,0.0050000004,0.38200003,-8.4234564e-11,0.8670369
0.8414,,,,3.9724998,,,0.0050000004,,,,
0.8444,3.9724998,3.9724944,,,3.9723556,0.0,,0.002,0.29700002,-8.4893904e-11,0.8670369
0.8454,,,,3.9724998,,,0.002,,,,
0.8494,,,,3.9724998,,,0.002,,,,
0.8494,3.9724998,3.9724941,,,3.9723556,0.0,,0.002,0.16900001,-8.526908e-11,0.8670369
0.8534,3.9724998,3.9724944,,,3.9723556,0.0,,-0.0,0.509,-8.526908e-11,0.8670369
0.8534,,,,3.9724998,,,-0.0,,,,
0.8574,3.9724998,3.9724946,,,3.9723556,0.0,,-0.0,0.38200003,-8.526908e-11,0.8670369
0.8574,,,,3.9724998,,,-0.0,,,,
0.8614,,,,3.9724998,,,0.0050000004,,,,
0.8614,3.9724998,3.972494,,,3.9723556,0.0,,0.0050000004,0.46600002,-8.785538e-11,0.8670369
0.8654,3.9724998,3.9724934,,,3.9723556,0.0,,0.004,0.21200001,-8.8796664e-11,0.8670369
0.8654,,,,3.9724998,,,0.004,,,,
0.8694,,,,3.9724998,,,-0.002,,,,
0.8694,3.9724998,3.9724944,,,3.9723556,0.0,,-0.002,0.38200003,-8.794863e-11,0.8670369
0.8734,3.9724998,3.972495,,,3.9723556,0.0,,-0.002,0.29700002,-8.7289294e-11,0.8670369
0.8734,,,,3.9724998,,,-0.002,,,,
0.8774,,,,3.9724998,,,-0.002,,,,
0.8774,3.9724998,3.9724956,,,3.9723556,0.0,,-0.002,0.29700002,-8.662995e-11,0.8670369
0.8824,,,,3.9724998,,,0.0050000004,,,,
0.8824,3.9724998,3.9724946,,,3.9723556,0.0,,0.0050000004,0.29700002,-8.82783e-11,0.8670369
0.8854,,,,3.9724998,,,0.010000001,,,,
0.8854,3.9724998,3.9724927,,,3.9723556,0.0,,0.010000001,0.46600002,-9.345091e-11,0.8670369
0.8894,,,,3.9724998,,,-0.001,,,,
0.8894,3.9724998,3.9724934,,,3.9723556,0.0,,-0.001,0.42400002,-9.298027e-11,0.8670369
0.8934,3.9724998,3.9724941,,,3.9723556,0.0,,-0.001,0.38200003,-9.255625e-11,0.8670369
0.8934,,,,3.9724998,,,-0.001,,,,
0.8974,3.9724998,3.972493,,,3.9723556,0.0,,0.007,0.16900001,-9.3869384e-11,0.8670369
0.8974,,,,3.9724998,,,0.007,,,,
0.9014,3.9724998,3.972495,,,3.9723556,0.0,,-0.008,0.42400002,-9.010426e-11,0.8670369
0.9014,,,,3.9724998,,,-0.008,,,,
0.9031,,,3.9725,,,,,,,,
0.9044,,,,3.9724998,,,-0.008,,,,
0.9044,3.9724998,3.972497,,,3.9723556,0.0,,-0.008,0.42400002,-8.633914e-11,0.8670369
0.9094,3.9724998,3.9724953,,,3.9723556,0.0,,0.007,0.509,-9.0294064e-11,0.8670369
0.9094,,,,3.9724998,,,0.007,,,,
0.9144,,,,3.9724998,,,0.001,,,,
0.9144,3.9724998,3.9724953,,,3.9723556,0.0,,0.001,0.42400002,-9.07647e-11,0.8670369
0.9174,3.9724998,3.972495,,,3.9723556,0.0,,0.002,0.38200003,-9.161274e-11,0.8670369
0.9184,,,,3.9724998,,,0.002,,,,
0.9214,3.9724998,3.972497,,,3.9723556,0.0,,-0.008,0.16900001,-9.011202e-11,0.8670369
0.9214,,,,3.9724998,,,-0.008,,,,
0.9254,3.9724998,3.9724991,,,3.9723556,0.0,,-0.011000001,0.16900001,-8.8048534e-11,0.8670369
0.9254,,,,3.9724998,,,-0.011000001,,,,
0.9294,,,,3.9724998,,,-0.003,,,,
0.9294,3.9724998,3.9724994,,,3.9723556,0.0,,-0.003,0.254,-8.720271e-11,0.8670369
0.9334,3.9724998,3.9724994,,,3.9723556,0.0,,-0.003,0.46600002,-8.565093e-11,0.8670369
0.9334,,,,3.9724998,,,-0.003,,,,
0.9374,,,,3.9724998,,,0.003,,,,
0.9374,3.9724998,3.9724982,,,3.9723556,0.0,,0.003,0.254,-8.6496754e-11,0.8670369
0.9414,,,,3.9724998,,,-0.004,,,,
0.9414,3.9724998,3.9724987,,,3.9723556,0.0,,-0.004,0.21200001,-8.555547e-11,0.8670369
0.9444,3.9724998,3.9725006,,,3.9723556,0.0,,-0.011000001,0.21200001,-8.296695e-11,0.8670369
0.9454,,,,3.9724998,,,-0.011000001,,,,
0.9494,3.9724998,3.9724998,,,3.9723556,0.0,,-0.0,0.127,-8.296695e-11,0.8670369
0.9494,,,,3.9724998,,,-0.0,,,,
0.9534,3.9724998,3.9725013,,,3.9723556,0.0,,-0.010000001,0.46600002,-7.779435e-11,0.8670369
0.9534,,,,3.9724998,,,-0.010000001,,,,
0.9574,,,,3.9724998,,,-0.001,,,,
0.9574,3.9724998,3.9725006,,,3.9723556,0.0,,-0.001,0.63600004,-7.708839e-11,0.8670369
0.9614,3.9724998,3.9724975,,,3.9723556,0.0,,0.011000001,0.254,-8.018973e-11,0.8670369
0.9774,,,,3.9724998,,,0.006,,,,
0.9814,,,,3.9724998,,,0.008,,,,
0.9814,3.9724998,3.9724948,,,3.9723556,0.0,,0.008,0.46600002,-8.432781e-11,0.8670369
0.9854,,,,3.9724998,,,0.0050000004,,,,
0.9854,3.9724998,3.9724941,,,3.9723556,0.0,,0.0050000004,0.46600002,-8.691411e-11,0.8670369
0.9894,,,,3.9724998,,,-0.006,,,,
0.9894,3.9724998,3.9724958,,,3.9723556,0.0,,-0.006,0.33900002,-8.4656365e-11,0.8670369
0.9924,3.9724998,3.972496,,,3.9723556,0.0,,-0.001,0.42400002,-8.418573e-11,0.8670369
0.9934,,,,3.9724998,,,-0.001,,,,
0.9974,,,,3.9724998,,,-0.010000001,,,,
0.9974,3.9724998,3.9724982,,,3.9723556,0.0,,-0.010000001,0.42400002,-7.947933e-11,0.8670369
1.0014,,,,3.9724998,,,-0.001,,,,
1.0014,3.9724998,3.9724982,,,3.9723556,0.0,,-0.001,0.38200003,-7.905531e-11,0.8670369
1.0044,3.9724998,3.9724996,,,3.9723556,0.0,,-0.008,0.33900002,-7.604499e-11,0.8670369
1.0054,,,,3.9724998,,,-0.008,,,,
1.0094,3.9724998,3.9724987,,,3.9723556,0.0,,0.002,0.08400001,-7.623147e-11,0.8670369
1.0094,,,,3.9724998,,,0.002,,,,
1.0144,,,,3.9724998,,,0.001,,,,
1.0144,3.9724998,3.972498,,,3.9723556,0.0,,0.001,0.21200001,-7.646679e-11,0.8670369
1.0174,3.9724998,3.972498,,,3.9723556,0.0,,-0.001,0.38200003,-7.604277e-11,0.8670369
1.0174,,,,3.9724998,,,-0.001,,,,
1.0214,3.9724998,3.972498,,,3.9723556,0.0,,-0.001,0.29700002,-7.5713096e-11,0.8670369
1.0214,,,,3.9724998,,,-0.001,,,,
1.0223,,,,3.9724998,,,0.006,,,,
1.0244,3.9724998,3.9724963,,,3.9723556,0.0,,0.006,0.46600002,-7.881666e-11,0.8670369
1.0273,3.9724998,3.972497,,,3.9723556,0.0,,-0.004,0.46600002,-7.674762e-11,0.8670369
1.0273,,,,3.9724998,,,-0.004,,,,
1.0303,,,,3.9724998,,,-0.013,,,,
1.0303,3.9724998,3.9724996,,,3.9723556,0.0,,-0.013,0.46600002,-7.002324e-11,0.8670369
1.0343,3.9724998,3.9724975,,,3.9723556,0.0,,0.008,0.509,-7.454316e-11,0.8670369
1.0343,,,,3.9724998,,,0.008,,,,
1.0383,,,,3.9724998,,,-0.0050000004,,,,
1.0383,3.9724998,3.9724982,,,3.9723556,0.0,,-0.0050000004,0.38200003,-7.242306e-11,0.8670369
1.0423,3.9724998,3.972498,,,3.9723556,0.0,,-0.0,0.38200003,-7.242306e-11,0.8670369
1.0423,,,,3.9724998,,,-0.0,,,,
1.0463,,,,3.9724998,,,-0.012,,,,
1.0463,3.9724998,3.9725,,,3.9723556,0.0,,-0.012,0.46600002,-6.621594e-11,0.8670369
1.0503,3.9724998,3.9724977,,,3.9723556,0.0,,0.008,0.551,-7.110882e-11,0.8670369
1.0503,,,,3.9724998,,,0.008,,,,
1.0543,3.9724998,3.9724958,,,3.9723556,0.0,,0.008,0.63600004,-7.6756504e-11,0.8670369
1.0543,,,,3.9724998,,,0.008,,,,
1.0583,,,,3.9724998,,,-0.002,,,,
1.0583,3.9724998,3.9724963,,,3.9723556,0.0,,-0.002,0.42400002,-7.5815215e-11,0.8670369
1.0633,,,,3.9724998,,,0.010000001,,,,
1.0633,3.9724998,3.9724941,,,3.9723556,0.0,,0.010000001,0.42400002,-8.052162e-11,0.8670369
1.0663,,,,3.9724998,,,0.004,,,,
1.0663,3.9724998,3.9724936,,,3.9723556,0.0,,0.004,0.46600002,-8.259066e-11,0.8670369
1.0703,3.9724998,3.972493,,,3.9723556,0.0,,0.0050000004,0.46600002,-8.5176956e-11,0.8670369
1.0703,,,,3.9724998,,,0.0050000004,,,,
1.0763,3.9724998,3.9724925,,,3.9723556,0.0,,0.0050000004,0.46600002,-8.7763255e-11,0.8670369
1.0763,,,,3.9724998,,,0.0050000004,,,,
1.0783,3.9724998,3.972492,,,3.9723556,0.0,,0.0050000004,0.46600002,-9.034955e-11,0.8670369
1.0793,,,,3.9724998,,,0.0050000004,,,,
1.0823,,,,3.9724998,,,-0.0,,,,
1.0823,3.9724998,3.9724927,,,3.9723556,0.0,,-0.0,0.21200001,-9.034955e-11,0.8670369
1.0863,3.9724998,3.972493,,,3.9723556,0.0,,0.002,0.21200001,-9.0820185e-11,0.8670369
1.0863,,,,3.9724998,,,0.002,,,,
1.0903,,,,3.9724998,,,0.006,,,,
1.0903,3.9724998,3.9724922,,,3.9723556,0.0,,0.006,0.63600004,-9.505595e-11,0.8670369
1.0943,3.9724998,3.9724917,,,3.9723556,0.0,,0.0050000004,0.254,-9.6465655e-11,0.8670369
1.0943,,,,3.9724998,,,0.0050000004,,,,
1.0983,,,,3.9724998,,,-0.006,,,,
1.0983,3.9724998,3.9724936,,,3.9723556,0.0,,-0.006,0.59400004,-9.250961e-11,0.8670369
1.1,,,3.973,,,,,,,,
1.1013,3.9729998,3.973016,,,3.9723904,0.0,,-0.006,0.59400004,-8.8553574e-11,0.8670814
1.1023,,,,3.9729998,,,-0.006,,,,
1.1063,,,,3.9729998,,,-0.006,,,,
1.1063,3.9729998,3.973016,,,3.9723904,0.0,,-0.006,0.38200003,-8.600945e-11,0.8670814
1.1113,3.9729998,3.973015,,,3.9723904,0.0,,-0.002,0.33900002,-8.525687e-11,0.8670814
1.1113,,,,3.9729998,,,-0.002,,,,
1.1143,,,,3.9729998,,,0.006,,,,
1.1143,3.9729998,3.9730127,,,3.9723904,0.0,,0.006,0.551,-8.892653e-11,0.8670814
1.1183,,,,3.9729998,,,-0.001,,,,
1.1183,3.9729998,3.9730122,,,3.9723904,0.0,,-0.001,0.551,-8.831492e-11,0.8670814
1.1223,3.9729998,3.9730117,,,3.9723904,0.0,,-0.001,0.551,-8.770331e-11,0.8670814
1.1223,,,,3.9729998,,,-0.001,,,,
1.1263,,,,3.9729998,,,-0.0,,,,
1.1263,3.9729998,3.9730113,,,3.9723904,0.0,,-0.0,0.38200003,-8.770331e-11,0.8670814
1.1303,3.9729998,3.9730122,,,3.9723904,0.0,,-0.007,0.33900002,-8.506928e-11,0.8670814
1.1303,,,,3.9729998,,,-0.007,,,,
1.1343,3.9729998,3.9730124,,,3.9723904,0.0,,-0.004,0.509,-8.280932e-11,0.8670814
1.1343,,,,3.9729998,,,-0.004,,,,
1.1383,3.9729998,3.9730096,,,3.9723904,0.0,,0.010000001,0.254,-8.562872e-11,0.8670814
1.1383,,,,3.9729998,,,0.010000001,,,,
1.1413,3.9729998,3.9730072,,,3.9723904,0.0,,0.011000001,0.29700002,-8.925509e-11,0.8670814
1.1423,,,,3.9729998,,,0.011000001,,,,
1.1463,,,,3.9729998,,,-0.002,,,,
1.1463,3.9729998,3.973008,,,3.9723904,0.0,,-0.002,0.46600002,-8.822057e-11,0.8670814
1.1503,3.9729998,3.973007,,,3.9723904,0.0,,0.0050000004,0.33900002,-9.0102016e-11,0.8670814
1.1503,,,,3.9729998,,,0.0050000004,,,,
1.1543,3.9729998,3.9730093,,,3.9723904,0.0,,-0.010000001,0.551,-8.3985915e-11,0.8670814
1.1543,,,,3.9729998,,,-0.010000001,,,,
1.1583,,,,3.9729998,,,-0.010000001,,,,
1.1583,3.9729998,3.9730113,,,3.9723904,0.0,,-0.010000001,0.38200003,-7.974571e-11,0.8670814
1.1623,3.9729998,3.9730103,,,3.9723904,0.0,,0.003,0.42400002,-8.115763e-11,0.8670814
1.1623,,,,3.9729998,,,0.003,,,,
1.1663,3.9729998,3.9730108,,,3.9723904,0.0,,-0.004,0.38200003,-7.946155e-11,0.8670814
1.1663,,,,3.9729998,,,-0.004,,,,
1.1703,3.9729998,3.9730103,,,3.9723904,0.0,,0.001,0.46600002,-7.997881e-11,0.8670814
1.1703,,,,3.9729998,,,0.001,,,,
1.1743,,,,3.9729998,,,-0.003,,,,
1.1743,3.9729998,3.9730105,,,3.9723904,0.0,,-0.003,0.08400001,-7.969909e-11,0.8670814
1.1783,3.9729998,3.9730096,,,3.9723904,0.0,,0.003,0.0,-7.955923e-11,0.8670814
1.1783,,,,3.9729998,,,0.003,,,,
1.1813,3.9729998,3.9730098,,,3.9723904,0.0,,-0.002,0.0,-8.059375e-11,0.8670814
1.1823,,,,3.9729998,,,-0.002,,,,
1.1863,3.9729998,3.9730108,,,3.9723904,0.0,,-0.006,0.0,-8.511589e-11,0.8670814
1.1863,,,,3.9729998,,,-0.006,,,,
1.1903,3.9729998,3.9730105,,,3.9723904,0.0,,-0.001,0.0,-8.586958e-11,0.8670814
1.1903,,,,3.9729998,,,-0.001,,,,
1.1943,,,,3.9729998,,,0.003,,,,
1.1943,3.9729998,3.9730096,,,3.9723904,0.0,,0.003,0.0,-8.37517e-11,0.8670814
1.1983,3.9729998,3.9730089,,,3.9723904,0.0,,0.002,0.0,-8.224432e-11,0.8670814
1.1983,,,,3.9729998,,,0.002,,,,
1.2023,,,,3.9729998,,,0.002,,,,
1.2023,3.9729998,3.9730084,,,3.9723904,0.0,,0.002,0.0,-8.035954e-11,0.8670814
1.2063,3.9729998,3.973008,,,3.9723904,0.0,,0.002,0.0,-7.819282e-11,0.8670814
1.2063,,,,3.9729998,,,0.002,,,,
1.2113,3.9729998,3.9730093,,,3.9723904,0.0,,-0.006,0.0,-8.271496e-11,0.8670814
1.2113,,,,3.9729998,,,-0.006,,,,
1.2143,,,,3.9729998,,,-0.0,,,,
1.2143,3.9729998,3.9730093,,,3.9723904,0.0,,-0.0,0.0,-8.271496e-11,0.8670814
1.2183,,,,3.9729998,,,-0.0,,,,
1.2183,3.9729998,3.9730093,,,3.9723904,0.0,,-0.0,0.0,-8.271496e-11,0.8670814
1.2213,3.9729998,3.9730082,,,3.9723904,0.0,,0.0050000004,0.0,-7.75368e-11,0.8670814
1.2223,,,,3.9729998,,,0.0050000004,,,,
1.2263,,,,3.9729998,,,-0.0,,,,
1.2263,3.9729998,3.9730082,,,3.9723904,0.0,,-0.0,0.0,-7.75368e-11,0.8670814
1.2303,,,,3.9729998,,,-0.002,,,,
1.2303,3.9729998,3.9730086,,,3.9723904,0.0,,-0.002,0.0,-7.904419e-11,0.8670814
1.2343,3.9729998,3.973009,,,3.9723904,0.0,,-0.002,0.0,-8.092897e-11,0.8670814
1.2343,,,,3.9729998,,,-0.002,,,,
1.2383,3.9729998,3.9730108,,,3.9723904,0.0,,-0.008,0.0,-8.8086254e-11,0.8670814
1.2383,,,,3.9729998,,,-0.008,,,,
1.2413,3.9729998,3.9730136,,,3.9723904,0.0,,-0.015000001,0.0,-1.0080685e-10,0.8670814
1.2413,,,,3.9729998,,,-0.015000001,,,,
1.2463,,,,3.9729998,,,-0.002,,,,
1.2463,3.9729998,3.9730132,,,3.9723904,0.0,,-0.002,0.0,-1.02314233e-10,0.8670814
1.2503,3.9729998,3.973011,,,3.9723904,0.0,,0.006,0.0,-9.892429e-11,0.8670814
1.2503,,,,3.9729998,,,0.006,,,,
1.2543,,,,3.9729998,,,0.003,,,,
1.2543,3.9729998,3.97301,,,3.9723904,0.0,,0.003,0.0,-9.58174e-11,0.8670814
1.2583,,,,3.9729998,,,0.006,,,,
1.2583,3.9729998,3.9730086,,,3.9723904,0.0,,0.006,0.0,-9.101554e-11,0.8670814
1.2633,3.9729998,3.9730074,,,3.9723904,0.0,,0.006,0.0,-8.5647586e-11,0.8670814
1.2633,,,,3.9729998,,,0.006,,,,
1.2663,,,,3.9729998,,,0.001,,,,
1.2663,3.9729998,3.9730074,,,3.9723904,0.0,,0.001,0.0,-8.4611956e-11,0.8670814
1.2693,,,,3.9729998,,,-0.002,,,,
1.2693,3.9729998,3.973008,,,3.9723904,0.0,,-0.002,0.0,-8.621258e-11,0.8670814
1.2743,,,,3.9729998,,,-0.002,,,,
1.2743,3.9729998,3.9730084,,,3.9723904,0.0,,-0.002,0.0,-8.7813194e-11,0.8670814
1.2783,3.9729998,3.9730089,,,3.9723904,0.0,,-0.002,0.0,-8.941382e-11,0.8670814
1.2793,,,,3.9729998,,,-0.002,,,,
1.2823,3.9729998,3.9730089,,,3.9723904,0.0,,-0.0,0.0,-8.941382e-11,0.8670814
1.2823,,,,3.9729998,,,-0.0,,,,
1.2863,3.9729998,3.9730089,,,3.9723904,0.0,,-0.0,0.0,-8.941382e-11,0.8670814
1.2863,,,,3.9729998,,,-0.0,,,,
1.2903,,,,3.9729998,,,-0.0,,,,
1.2903,3.9729998,3.9730089,,,3.9723904,0.0,,-0.0,0.0,-8.941382e-11,0.8670814
1.2943,3.9729998,3.9730065,,,3.9723904,0.0,,0.011000001,0.0,-8.319893e-11,0.8670814
1.2943,,,,3.9729998,,,0.011000001,,,,
1.2983,,,,3.9729998,,,0.011000001,,,,
1.2983,3.9729998,3.9730046,,,3.9723904,0.0,,0.011000001,0.0,-7.647121e-11,0.8670814
1.3013,3.9724998,3.9724786,,,3.972396,0.0,,0.011000001,0.0,-6.97435e-11,0.86708844
1.3013,,,,3.9724998,,,0.011000001,,,,
1.3026,,,3.9725,,,,,,,,
1.3063,3.9724998,3.9724789,,,3.972396,0.0,,0.010000001,0.0,-6.22066e-11,0.86708844
1.3063,,,,3.9724998,,,0.010000001,,,,
1.3103,3.9724998,3.972482,,,3.972396,0.0,,-0.004,0.0,-6.333436e-11,0.86708844
1.3263,,,,3.9724998,,,0.008,,,,
1.3303,3.9724998,3.9724877,,,3.972396,0.0,,-0.003,0.0,-6.601834e-11,0.86708844
1.3303,,,,3.9724998,,,-0.003,,,,
1.3343,3.9724998,3.9724882,,,3.972396,0.0,,0.002,0.0,-6.451096e-11,0.86708844
1.3343,,,,3.9724998,,,0.002,,,,
1.3383,3.9724998,3.9724882,,,3.972396,0.0,,0.004,0.0,-6.130972e-11,0.86708844
1.3383,,,,3.9724998,,,0.004,,,,
1.3413,3.9724998,3.9724896,,,3.972396,0.0,,-0.003,0.0,-6.314455e-11,0.86708844
1.3423,,,,3.9724998,,,-0.003,,,,
1.3463,3.9724998,3.9724915,,,3.972396,0.0,,-0.007,0.0,-6.775993e-11,0.86708844
1.3463,,,,3.9724998,,,-0.007,,,,
1.3503,3.9724998,3.9724917,,,3.972396,0.0,,-0.001,0.0,-6.856024e-11,0.86708844
1.3503,,,,3.9724998,,,-0.001,,,,
1.3543,,,,3.9724998,,,0.003,,,,
1.3543,3.9724998,3.9724913,,,3.972396,0.0,,0.003,0.0,-6.714832e-11,0.86708844
1.3583,,,,3.9724998,,,0.003,,,,
1.3583,3.9724998,3.9724908,,,3.972396,0.0,,0.003,0.0,-6.545335e-11,0.86708844
1.3623,3.9724998,3.9724917,,,3.972396,0.0,,-0.003,0.0,-6.743137e-11,0.86708844
1.3633,,,,3.9724998,,,-0.003,,,,
1.3663,,,,3.9724998,,,0.007,,,,
1.3663,3.9724998,3.9724903,,,3.972396,0.0,,0.007,0.0,-6.381055e-11,0.86708844
1.3703,,,,3.9724998,,,-0.003,,,,
1.3703,3.9724998,3.9724913,,,3.972396,0.0,,-0.003,0.0,-6.564538e-11,0.86708844
1.3743,,,,3.9724998,,,-0.003,,,,
1.3743,3.9724998,3.972492,,,3.972396,0.0,,-0.003,0.0,-6.719716e-11,0.86708844
1.3783,3.9724998,3.9724903,,,3.972396,0.0,,0.008,0.0,-6.041284e-11,0.86708844
1.3783,,,,3.9724998,,,0.008,,,,
