time,CellVoltages.MinVoltage,ControlsOut.TS_current
20.7132,,7.8980002
20.7144,3.8333,
20.7182,,7.8980002
20.7222,,10.024
20.7262,,10.9210005
20.7302,,11.887001
20.7342,,12.178
20.7382,,12.224001
20.7422,,12.190001
20.7462,,12.118001
20.7502,,12.118001
20.7542,,11.736001
20.7582,,11.556001
20.7622,,11.55
20.7662,,11.5390005
20.7702,,11.373
20.7742,,10.828
20.7782,,10.5130005
20.7822,,10.314
20.7872,,9.755
20.7902,,9.206
20.7942,,8.574
20.7982,,8.33
20.8022,,7.9150004
20.8062,,7.9150004
20.8102,,7.465
20.8142,,7.3490005
20.8182,,6.9140005
20.8222,,6.8650002
20.8262,,6.6150002
20.8302,,6.313
20.8342,,6.183
20.8382,,6.025
20.8422,,5.9430003
20.8462,,5.748
20.8502,,5.4620004
20.8542,,5.401
20.8582,,5.352
20.8622,,5.525
20.8662,,5.3160005
20.8702,,5.039
20.8742,,5.1330004
20.8782,,5.1130004
20.8822,,5.451
20.8852,,5.451
20.8902,,5.451
20.8942,,5.7770004
20.8982,,6.011
20.9022,,6.037
20.9062,,5.8440003
20.9102,,5.8440003
20.9123,3.835,
20.9142,,5.727
20.9182,,5.727
20.9222,,5.2900004
20.9262,,5.1580005
20.9302,,4.8490005
20.9342,,4.8040004
20.9382,,4.8040004
20.9422,,4.571
20.9462,,4.3190002
20.9502,,4.2590003
20.9542,,3.89
20.9582,,3.9970002
20.9622,,3.8490002
20.9662,,3.6770003
20.9702,,3.456
20.9742,,3.3290002
20.9782,,3.3290002
20.9822,,3.305
20.9872,,3.384
20.9902,,3.1970003
20.9942,,3.265
20.9982,,3.2300003
21.0022,,3.2300003
21.0062,,3.1460001
21.0102,,3.2710001
21.0136,,3.4280002
21.0176,,3.5460002
21.0216,,3.5720003
21.0256,,3.565
21.0296,,3.565
21.0336,,3.4580002
21.0376,,3.6940002
21.0416,,3.344
21.0456,,3.5440001
21.0496,,3.3000002
21.0536,,3.052
21.0576,,2.9050002
21.0616,,2.9050002
21.0656,,2.762
21.0696,,2.15
21.0736,,1.9350001
21.0766,,1.983
21.0816,,1.7830001
21.0866,,1.7830001
21.0896,,1.087
21.0936,,-1.6680001
21.0976,,-1.6680001
21.1016,,-1.628
21.1056,,-1.5890001
21.1096,,-1.7670001
21.1136,,-1.5790001
21.1143,3.8337,
21.1176,,-1.5790001
21.1216,,-1.692
21.1256,,-1.6010001
21.1296,,-1.4130001
21.1336,,-1.235
21.1376,,-1.235
21.1416,,-1.266
21.1456,,-1.07
21.1496,,-0.83900005
21.1536,,-0.83000004
21.1576,,-0.56100005
21.1616,,-0.31800002
21.1656,,-0.095000006
21.1696,,-0.095000006
21.1736,,0.13800001
21.1776,,0.46500003
21.1816,,0.77400005
21.1866,,1.0680001
21.1896,,1.248
21.1936,,1.381
21.1976,,1.4870001
21.2016,,1.608
21.2056,,1.6570001
21.2096,,1.715
21.2136,,1.807
21.2176,,1.8050001
21.2216,,1.9720001
21.2256,,2.075
21.2296,,2.075
21.2336,,2.038
21.2376,,2.038
21.2416,,2.089
21.2456,,2.089
21.2496,,2.279
21.2536,,2.608
21.2576,,3.072
21.2616,,3.4290001
21.2656,,3.9610002
21.2696,,4.781
21.2736,,5.379
21.2776,,5.754
21.2816,,5.754
21.2866,,6.274
21.2896,,6.274
21.2936,,5.6130004
21.2976,,4.9230003
21.3016,,4.931
21.3056,,4.359
21.3096,,3.831
21.3123,3.8361,
21.3136,,3.831
21.3176,,3.831
21.3216,,2.891
21.3256,,2.6350002
21.3296,,2.3170002
21.3336,,1.9620001
21.3386,,1.9620001
21.3416,,1.9860001
21.3456,,2.1230001
21.3496,,2.114
